Current amplification factor: 1000000  Averaging times: 500  Sample rate in Hz: 1000  Amount of measurements: 10 Amplitude in volts: 1  Amount of points: 1000
408.6k	409k	409.9k	409.7k	410.4k	410.3k	410.2k	410.4k	410.6k	410.7k

0.0000E+0	-3.3476E-10	-3.2279E-10	-3.9855E-10	-2.1447E-10	-2.1381E-10	-4.0852E-10	-3.9523E-10	-2.9820E-10	-4.8827E-10	-2.7694E-10
4.0000E-3	-4.0453E-10	-3.3608E-10	-3.9058E-10	-5.6270E-10	-4.2381E-10	-4.9026E-10	-3.8061E-10	-3.4738E-10	-3.2346E-10	-3.8593E-10
8.0000E-3	-1.8789E-10	-4.4574E-10	-5.7732E-10	-3.8858E-10	-2.9222E-10	-4.0919E-10	-3.8858E-10	-2.6963E-10	-2.7295E-10	-3.7529E-10
1.2000E-2	-2.6165E-10	-5.0754E-10	-3.7795E-10	-3.8194E-10	-3.2080E-10	-1.8457E-10	-2.7627E-10	-4.5371E-10	-4.7032E-10	-3.3476E-10
1.6000E-2	-3.6400E-10	-2.6764E-10	-2.3707E-10	-2.5700E-10	-1.4735E-10	-3.4406E-10	-1.5665E-10	-2.7295E-10	-3.2877E-10	-3.2678E-10
2.0000E-2	-1.0814E-10	-6.7604E-11	-1.4802E-10	-2.7029E-10	-2.8292E-10	-3.2745E-10	-1.7194E-10	-1.3805E-10	-4.6833E-10	-1.6197E-10
2.4000E-2	-1.9852E-10	-1.8324E-10	-1.4536E-10	-1.2343E-10	-1.3406E-10	-1.5067E-10	-2.2178E-10	-2.9289E-10	-1.9254E-10	-2.5900E-10
2.8000E-2	-2.0982E-10	9.1889E-11	-1.3111E-11	-1.4802E-10	-4.6339E-11	-8.6876E-11	-4.5009E-11	2.7427E-11	-8.2889E-11	-9.6180E-11
3.2000E-2	1.4801E-11	9.9199E-11	-1.5599E-10	1.9024E-10	1.2711E-10	3.8060E-11	1.6034E-10	-2.9060E-11	7.5275E-11	1.5569E-10
3.6000E-2	6.9294E-11	1.3641E-10	1.4638E-10	6.8259E-12	5.9326E-11	6.7300E-11	2.2480E-10	8.4486E-13	9.3218E-11	-1.2446E-11
4.0000E-2	1.4838E-10	1.6300E-10	2.5803E-10	3.4841E-10	3.3512E-10	1.7762E-10	2.3809E-10	1.4705E-10	2.5433E-11	2.8660E-10
